,ID,Account,Molecule,Winning_price_per_standard_unit,Province,Region,Tender_Type,Length_of_contract_in_Months,Presentation,Start_date
548,1841,Account112,Molecule5,0.1,Provice2,Region2,Tender Type3,12,Presentation16,2012-01-01
549,1844,Account53,Molecule5,0.12,Provice9,Region8,Tender Type1,48,Presentation16,2012-01-03
550,1846,Account15,Molecule5,0.04205,Provice10,Region9,Tender Type1,24,Presentation16,2012-01-04
551,1849,Account96,Molecule5,0.05099,Provice7,Region6,Tender Type2,36,Presentation16,2012-01-04
552,1853,Account25,Molecule5,0.09966,Provice11,Region10,Tender Type1,12,Presentation16,2012-04-29
553,1857,Account70,Molecule5,0.078,Provice39,Region14,Tender Type2,12,Presentation16,2012-01-05
554,1859,Account34,Molecule5,0.15643,Provice42,Region19,Tender Type1,36,Presentation16,2012-07-05
555,1864,Account51,Molecule5,0.069,Provice32,Region7,Tender Type2,18,Presentation16,2012-01-07
556,1866,Account111,Molecule5,0.02889,Provice15,Region13,Tender Type3,48,Presentation16,2012-01-07
557,1868,Account81,Molecule5,0.0296,Provice45,Region7,Tender Type2,12,Presentation16,2012-05-07
558,1871,Account79,Molecule5,0.10786,Provice12,Region11,Tender Type3,48,Presentation16,2012-01-08
559,1872,Account92,Molecule5,0.048998,Provice20,Region17,Tender Type4,24,Presentation16,2012-01-08
560,1875,Account83,Molecule5,0.0381,Provice13,Region10,Tender Type3,48,Presentation16,2012-01-09
561,1877,Account22,Molecule5,0.04205,Provice20,Region17,Tender Type1,24,Presentation16,2012-01-10
562,1886,Account27,Molecule5,0.0325,Provice14,Region12,Tender Type1,36,Presentation16,2012-01-10
563,1888,Account119,Molecule5,0.0381,Provice13,Region10,Tender Type3,48,Presentation16,2012-01-10
564,1890,Account109,Molecule5,0.041,Provice8,Region7,Tender Type1,15,Presentation16,2012-10-26
565,1891,Account98,Molecule5,0.09,Provice3,Region3,Tender Type4,12,Presentation16,2012-10-31
566,1892,Account112,Molecule5,0.0451,Provice2,Region2,Tender Type3,12,Presentation16,2012-07-12
567,1893,Account27,Molecule5,0.039,Provice14,Region12,Tender Type3,24,Presentation16,2013-01-02
568,1897,Account70,Molecule5,0.039,Provice39,Region14,Tender Type3,36,Presentation16,2013-06-02
569,1904,Account73,Molecule5,0.045,Provice28,Region18,Tender Type3,36,Presentation16,2013-02-20
570,1907,Account19,Molecule5,0.041,Provice5,Region1,Tender Type3,27,Presentation16,2013-01-03
571,1916,Account11,Molecule5,0.04497,Provice1,Region1,Tender Type1,48,Presentation16,2013-01-05
572,1918,Account76,Molecule5,0.0405,Provice49,Region3,Tender Type3,36,Presentation16,2013-05-20
573,1920,Account32,Molecule5,0.0486,Provice1,Region1,Tender Type1,12,Presentation16,2013-01-06
574,1924,Account49,Molecule5,0.0456,Provice16,Region14,Tender Type1,24,Presentation16,2013-06-06
575,1927,Account27,Molecule5,0.042,Provice14,Region12,Tender Type3,48,Presentation16,2013-06-21
576,1928,Account36,Molecule5,0.0418,Provice46,Region2,Tender Type1,12,Presentation16,2013-01-10
577,1930,Account108,Molecule5,0.0535,Provice4,Region4,Tender Type3,36,Presentation16,2014-01-01
578,1934,Account112,Molecule5,0.03999,Provice2,Region2,Tender Type3,12,Presentation16,2014-01-01
579,1937,Account28,Molecule5,0.0781,Provice17,Region15,Tender Type3,48,Presentation16,2014-02-21
580,1942,Account84,Molecule5,0.038,Provice18,Region5,Tender Type3,36,Presentation16,2014-12-03
581,1943,Account31,Molecule5,0.01399,Provice20,Region17,Tender Type3,24,Presentation16,2014-05-30
582,1944,Account80,Molecule5,0.0433,Provice24,Region1,Tender Type1,36,Presentation16,2014-01-07
583,1950,Account91,Molecule5,0.022,Provice10,Region9,Tender Type3,36,Presentation16,2014-07-08
584,1951,Account29,Molecule5,0.03798,Provice1,Region1,Tender Type1,12,Presentation16,2014-08-15
585,1953,Account79,Molecule5,0.038,Provice12,Region11,Tender Type3,27,Presentation16,2014-01-10
586,1956,Account95,Molecule5,0.01395,Provice21,Region6,Tender Type3,24,Presentation16,2014-01-11
587,1957,Account112,Molecule5,0.01787,Provice2,Region2,Tender Type3,12,Presentation16,2015-01-01
588,1961,Account23,Molecule5,0.0378,Provice22,Region5,Tender Type3,36,Presentation16,2015-12-01
589,1962,Account27,Molecule5,0.017,Provice14,Region12,Tender Type3,36,Presentation16,2015-12-02
590,1965,Account109,Molecule5,,Provice8,Region7,Tender Type1,24,Presentation16,2015-03-16
591,1968,Account102,Molecule5,0.058,Provice24,Region1,Tender Type4,36,Presentation16,2015-04-29
592,1970,Account112,Molecule5,0.031,Provice2,Region2,Tender Type1,8,Presentation16,2015-11-05
593,1971,Account19,Molecule5,0.021,Provice5,Region1,Tender Type3,12,Presentation16,2015-05-31
594,1975,Account30,Molecule5,0.02875,Provice22,Region5,Tender Type1,24,Presentation16,2015-09-24
595,1977,Account20,Molecule5,0.05955,Provice25,Region1,Tender Type3,48,Presentation16,2016-01-01
604,1986,Account19,Molecule5,,Provice5,Region1,Tender Type3,48,Presentation17,2011-05-18
605,1987,Account19,Molecule5,,Provice5,Region1,Tender Type3,48,Presentation17,2011-05-18
606,1988,Account73,Molecule5,3.0,Provice28,Region18,Tender Type1,36,Presentation17,2011-05-31
608,1990,Account74,Molecule5,3.04107,Provice6,Region5,Tender Type1,36,Presentation17,2011-10-31
609,1991,Account64,Molecule5,0.09,Provice3,Region3,Tender Type4,12,Presentation17,2012-01-01
610,1995,Account94,Molecule5,0.102,Provice47,Region6,Tender Type1,24,Presentation17,2012-01-01
611,2000,Account95,Molecule5,0.111,Provice21,Region6,Tender Type1,12,Presentation17,2012-01-01
612,2004,Account108,Molecule5,0.0857,Provice4,Region4,Tender Type1,20,Presentation17,2012-01-01
613,2008,Account112,Molecule5,0.1,Provice2,Region2,Tender Type3,12,Presentation17,2012-01-01
614,2010,Account2,Molecule5,0.2946,Provice53,Region1,Tender Type4,27,Presentation17,2012-01-02
615,2014,Account53,Molecule5,0.13873,Provice9,Region8,Tender Type1,48,Presentation17,2012-01-03
616,2018,Account15,Molecule5,0.04885,Provice10,Region9,Tender Type1,24,Presentation17,2012-01-04
617,2023,Account96,Molecule5,0.08301,Provice7,Region6,Tender Type2,36,Presentation17,2012-01-04
618,2026,Account25,Molecule5,0.06,Provice11,Region10,Tender Type1,12,Presentation17,2012-04-29
619,2034,Account70,Molecule5,0.042,Provice39,Region14,Tender Type2,12,Presentation17,2012-01-05
620,2036,Account34,Molecule5,0.23393,Provice42,Region19,Tender Type1,36,Presentation17,2012-07-05
621,2041,Account51,Molecule5,0.077,Provice32,Region7,Tender Type2,18,Presentation17,2012-01-07
622,2045,Account111,Molecule5,0.03489,Provice15,Region13,Tender Type3,48,Presentation17,2012-01-07
623,2048,Account81,Molecule5,0.0592,Provice45,Region7,Tender Type2,12,Presentation17,2012-05-07
624,2050,Account79,Molecule5,0.04945,Provice12,Region11,Tender Type3,48,Presentation17,2012-01-08
625,2053,Account118,Molecule5,0.058094,Provice17,Region15,Tender Type2,6,Presentation17,2012-08-27
626,2055,Account83,Molecule5,0.03318,Provice13,Region10,Tender Type3,48,Presentation17,2012-01-09
627,2059,Account22,Molecule5,0.034,Provice20,Region17,Tender Type1,24,Presentation17,2012-01-10
628,2069,Account27,Molecule5,0.029,Provice14,Region12,Tender Type1,36,Presentation17,2012-01-10
629,2072,Account119,Molecule5,0.03318,Provice13,Region10,Tender Type3,48,Presentation17,2012-01-10
630,2075,Account109,Molecule5,0.032,Provice8,Region7,Tender Type1,15,Presentation17,2012-10-26
631,2076,Account112,Molecule5,0.0985,Provice2,Region2,Tender Type3,12,Presentation17,2012-07-12
632,2079,Account27,Molecule5,0.028,Provice14,Region12,Tender Type3,24,Presentation17,2013-01-02
633,2084,Account70,Molecule5,0.06,Provice39,Region14,Tender Type3,36,Presentation17,2013-06-02
634,2088,Account73,Molecule5,0.051,Provice28,Region18,Tender Type3,36,Presentation17,2013-02-20
635,2094,Account19,Molecule5,0.026,Provice5,Region1,Tender Type3,27,Presentation17,2013-01-03
636,2100,Account76,Molecule5,0.08372,Provice49,Region3,Tender Type3,36,Presentation17,2013-05-20
637,2103,Account32,Molecule5,0.06606,Provice1,Region1,Tender Type1,12,Presentation17,2013-01-06
638,2104,Account43,Molecule5,0.048,Provice43,Region20,Tender Type1,36,Presentation17,2013-01-06
639,2113,Account49,Molecule5,0.065,Provice16,Region14,Tender Type1,24,Presentation17,2013-06-06
640,2114,Account27,Molecule5,0.036,Provice14,Region12,Tender Type3,48,Presentation17,2013-06-21
641,2118,Account36,Molecule5,0.0693307,Provice46,Region2,Tender Type1,12,Presentation17,2013-01-10
642,2120,Account112,Molecule5,0.07875,Provice2,Region2,Tender Type3,12,Presentation17,2014-01-01
643,2122,Account28,Molecule5,0.04467,Provice17,Region15,Tender Type3,48,Presentation17,2014-02-21
644,2123,Account31,Molecule5,0.0172,Provice20,Region17,Tender Type3,24,Presentation17,2014-05-30
645,2124,Account91,Molecule5,0.035,Provice10,Region9,Tender Type3,36,Presentation17,2014-07-08
646,2126,Account29,Molecule5,0.0442,Provice1,Region1,Tender Type1,12,Presentation17,2014-08-15
647,2127,Account90,Molecule5,0.06711,Provice50,Region6,Tender Type1,36,Presentation17,2014-01-09
648,2130,Account79,Molecule5,0.069,Provice12,Region11,Tender Type3,27,Presentation17,2014-01-10
649,2134,Account95,Molecule5,0.0172,Provice21,Region6,Tender Type3,24,Presentation17,2014-01-11
650,2136,Account109,Molecule5,0.0172,Provice8,Region7,Tender Type1,24,Presentation17,2014-12-18
651,2137,Account112,Molecule5,0.02042,Provice2,Region2,Tender Type3,12,Presentation17,2015-01-01
652,2142,Account23,Molecule5,0.02444,Provice22,Region5,Tender Type3,36,Presentation17,2015-12-01
653,2146,Account102,Molecule5,0.0791,Provice24,Region1,Tender Type4,36,Presentation17,2015-04-29
654,2148,Account112,Molecule5,0.045,Provice2,Region2,Tender Type1,8,Presentation17,2015-11-05
655,2150,Account19,Molecule5,0.0226,Provice5,Region1,Tender Type3,12,Presentation17,2015-05-31
656,2155,Account30,Molecule5,0.02175,Provice22,Region5,Tender Type1,24,Presentation17,2015-09-24
657,2158,Account20,Molecule5,0.02126,Provice25,Region1,Tender Type3,48,Presentation17,2016-01-01
666,2167,Account19,Molecule5,,Provice5,Region1,Tender Type3,48,Presentation18,2011-05-18
667,2168,Account73,Molecule5,0.76025,Provice28,Region18,Tender Type1,36,Presentation18,2011-05-31
668,2169,Account74,Molecule5,0.7603,Provice6,Region5,Tender Type1,36,Presentation18,2011-10-31
669,2173,Account64,Molecule5,0.09,Provice3,Region3,Tender Type4,12,Presentation18,2012-01-01
670,2177,Account94,Molecule5,0.0285,Provice47,Region6,Tender Type1,24,Presentation18,2012-01-01
671,2179,Account95,Molecule5,0.03036,Provice21,Region6,Tender Type1,12,Presentation18,2012-01-01
672,2183,Account108,Molecule5,0.0267,Provice4,Region4,Tender Type1,20,Presentation18,2012-01-01
673,2187,Account112,Molecule5,0.13,Provice2,Region2,Tender Type3,12,Presentation18,2012-01-01
674,2189,Account2,Molecule5,0.1,Provice53,Region1,Tender Type4,27,Presentation18,2012-01-02
675,2193,Account53,Molecule5,0.08,Provice9,Region8,Tender Type1,48,Presentation18,2012-01-03
676,2201,Account15,Molecule5,0.03035,Provice10,Region9,Tender Type1,24,Presentation18,2012-03-15
677,2206,Account52,Molecule5,0.03035,Provice26,Region9,Tender Type1,24,Presentation18,2012-03-15
678,2208,Account96,Molecule5,0.0256,Provice7,Region6,Tender Type2,36,Presentation18,2012-01-04
679,2213,Account25,Molecule5,0.0399,Provice11,Region10,Tender Type1,12,Presentation18,2012-04-29
680,2218,Account70,Molecule5,0.034,Provice39,Region14,Tender Type2,12,Presentation18,2012-01-05
681,2220,Account34,Molecule5,0.11607,Provice42,Region19,Tender Type1,36,Presentation18,2012-07-05
682,2225,Account51,Molecule5,0.034,Provice32,Region7,Tender Type2,18,Presentation18,2012-01-07
683,2229,Account111,Molecule5,0.01995,Provice15,Region13,Tender Type3,48,Presentation18,2012-01-07
684,2231,Account81,Molecule5,0.0148,Provice45,Region7,Tender Type2,12,Presentation18,2012-05-07
685,2236,Account79,Molecule5,0.03289,Provice12,Region11,Tender Type3,48,Presentation18,2012-01-08
686,2237,Account92,Molecule5,0.022,Provice20,Region17,Tender Type4,24,Presentation18,2012-01-08
687,2240,Account83,Molecule5,0.02865,Provice13,Region10,Tender Type3,48,Presentation18,2012-01-09
688,2243,Account22,Molecule5,0.02048,Provice20,Region17,Tender Type1,24,Presentation18,2012-01-10
689,2253,Account27,Molecule5,0.022,Provice14,Region12,Tender Type1,36,Presentation18,2012-01-10
690,2258,Account119,Molecule5,0.02865,Provice13,Region10,Tender Type3,48,Presentation18,2012-01-10
691,2260,Account109,Molecule5,0.02011,Provice8,Region7,Tender Type1,15,Presentation18,2012-10-26
692,2262,Account112,Molecule5,0.0545,Provice2,Region2,Tender Type3,12,Presentation18,2012-07-12
693,2265,Account27,Molecule5,0.021,Provice14,Region12,Tender Type3,24,Presentation18,2013-01-02
694,2271,Account58,Molecule5,0.02,Provice1,Region1,Tender Type4,12,Presentation18,2013-01-02
695,2272,Account70,Molecule5,0.03821,Provice39,Region14,Tender Type3,36,Presentation18,2013-06-02
696,2279,Account73,Molecule5,0.03,Provice28,Region18,Tender Type3,36,Presentation18,2013-02-20
697,2284,Account11,Molecule5,0.03565,Provice1,Region1,Tender Type1,48,Presentation18,2013-01-05
698,2286,Account76,Molecule5,0.04632,Provice49,Region3,Tender Type3,36,Presentation18,2013-05-20
699,2288,Account32,Molecule5,0.0366,Provice1,Region1,Tender Type1,12,Presentation18,2013-01-06
700,2289,Account43,Molecule5,0.033,Provice43,Region20,Tender Type1,36,Presentation18,2013-01-06
701,2297,Account49,Molecule5,0.021,Provice16,Region14,Tender Type1,24,Presentation18,2013-06-06
702,2301,Account27,Molecule5,0.027,Provice14,Region12,Tender Type3,48,Presentation18,2013-06-21
703,2303,Account36,Molecule5,0.03851,Provice46,Region2,Tender Type1,12,Presentation18,2013-01-10
704,2304,Account108,Molecule5,0.01628,Provice4,Region4,Tender Type3,36,Presentation18,2014-01-01
705,2307,Account112,Molecule5,0.02975,Provice2,Region2,Tender Type3,12,Presentation18,2014-01-01
706,2308,Account28,Molecule5,0.02879,Provice17,Region15,Tender Type3,48,Presentation18,2014-02-21
707,2314,Account84,Molecule5,0.025,Provice18,Region5,Tender Type3,36,Presentation18,2014-12-03
708,2315,Account31,Molecule5,0.01498,Provice20,Region17,Tender Type3,24,Presentation18,2014-05-30
709,2317,Account91,Molecule5,0.025,Provice10,Region9,Tender Type3,36,Presentation18,2014-07-08
710,2318,Account29,Molecule5,0.0357,Provice1,Region1,Tender Type1,12,Presentation18,2014-08-15
711,2319,Account29,Molecule5,0.0357,Provice1,Region1,Tender Type1,12,Presentation18,2014-08-15
712,2323,Account95,Molecule5,0.01467,Provice21,Region6,Tender Type3,24,Presentation18,2014-01-11
713,2324,Account109,Molecule5,0.013,Provice8,Region7,Tender Type1,24,Presentation18,2014-12-18
714,2325,Account112,Molecule5,0.013,Provice2,Region2,Tender Type3,12,Presentation18,2015-01-01
715,2328,Account23,Molecule5,0.022,Provice22,Region5,Tender Type3,36,Presentation18,2015-12-01
716,2332,Account27,Molecule5,0.019,Provice14,Region12,Tender Type3,36,Presentation18,2015-12-02
717,2334,Account102,Molecule5,0.04,Provice24,Region1,Tender Type4,36,Presentation18,2015-04-29
718,2335,Account43,Molecule5,0.095,Provice43,Region20,Tender Type2,36,Presentation18,2015-01-05
719,2337,Account112,Molecule5,0.0255,Provice2,Region2,Tender Type1,8,Presentation18,2015-11-05
720,2340,Account19,Molecule5,0.016,Provice5,Region1,Tender Type3,12,Presentation18,2015-05-31
721,2344,Account58,Molecule5,0.089,Provice1,Region1,Tender Type4,12,Presentation18,2015-01-07
722,2345,Account20,Molecule5,0.016,Provice25,Region1,Tender Type3,48,Presentation18,2016-01-01
731,2354,Account19,Molecule5,,Provice5,Region1,Tender Type3,48,Presentation19,2011-05-18
732,2355,Account19,Molecule5,,Provice5,Region1,Tender Type3,48,Presentation19,2011-05-18
733,2356,Account73,Molecule5,1.52026,Provice28,Region18,Tender Type1,36,Presentation19,2011-05-31
734,2357,Account74,Molecule5,1.5203,Provice6,Region5,Tender Type1,36,Presentation19,2011-10-31
735,2360,Account64,Molecule5,0.09,Provice3,Region3,Tender Type4,12,Presentation19,2012-01-01
736,2365,Account94,Molecule5,0.058,Provice47,Region6,Tender Type1,24,Presentation19,2012-01-01
737,2367,Account95,Molecule5,0.06071,Provice21,Region6,Tender Type1,12,Presentation19,2012-01-01
738,2371,Account108,Molecule5,0.0535,Provice4,Region4,Tender Type1,20,Presentation19,2012-01-01
739,2375,Account112,Molecule5,0.1,Provice2,Region2,Tender Type3,12,Presentation19,2012-01-01
740,2377,Account2,Molecule5,0.178,Provice53,Region1,Tender Type4,27,Presentation19,2012-01-02
741,2381,Account53,Molecule5,0.12,Provice9,Region8,Tender Type1,48,Presentation19,2012-01-03
742,2388,Account15,Molecule5,0.03145,Provice10,Region9,Tender Type1,24,Presentation19,2012-01-04
743,2390,Account96,Molecule5,0.0604,Provice7,Region6,Tender Type2,36,Presentation19,2012-01-04
744,2396,Account25,Molecule5,0.0445,Provice11,Region10,Tender Type1,12,Presentation19,2012-04-29
745,2401,Account70,Molecule5,0.035,Provice39,Region14,Tender Type2,12,Presentation19,2012-01-05
746,2403,Account34,Molecule5,0.14214,Provice42,Region19,Tender Type1,36,Presentation19,2012-07-05
747,2408,Account51,Molecule5,0.042,Provice32,Region7,Tender Type2,18,Presentation19,2012-01-07
748,2412,Account111,Molecule5,0.0179,Provice15,Region13,Tender Type3,48,Presentation19,2012-01-07
749,2415,Account81,Molecule5,0.0296,Provice45,Region7,Tender Type2,12,Presentation19,2012-05-07
750,2419,Account79,Molecule5,0.0366,Provice12,Region11,Tender Type3,48,Presentation19,2012-01-08
751,2420,Account118,Molecule5,0.042,Provice17,Region15,Tender Type2,6,Presentation19,2012-08-27
752,2422,Account83,Molecule5,0.0278,Provice13,Region10,Tender Type3,48,Presentation19,2012-01-09
753,2426,Account22,Molecule5,0.028,Provice20,Region17,Tender Type1,24,Presentation19,2012-01-10
754,2436,Account27,Molecule5,0.026,Provice14,Region12,Tender Type1,36,Presentation19,2012-01-10
755,2439,Account119,Molecule5,0.0278,Provice13,Region10,Tender Type3,48,Presentation19,2012-01-10
756,2442,Account109,Molecule5,0.0287,Provice8,Region7,Tender Type1,15,Presentation19,2012-10-26
757,2446,Account19,Molecule5,0.021,Provice5,Region1,Tender Type3,31,Presentation19,2012-10-28
758,2448,Account112,Molecule5,0.0785,Provice2,Region2,Tender Type3,12,Presentation19,2012-07-12
759,2451,Account27,Molecule5,0.025,Provice14,Region12,Tender Type3,24,Presentation19,2013-01-02
760,2456,Account70,Molecule5,0.045,Provice39,Region14,Tender Type3,36,Presentation19,2013-06-02
761,2463,Account73,Molecule5,0.032,Provice28,Region18,Tender Type3,36,Presentation19,2013-02-20
762,2464,Account76,Molecule5,0.06672,Provice49,Region3,Tender Type3,36,Presentation19,2013-05-20
763,2467,Account32,Molecule5,0.04664,Provice1,Region1,Tender Type1,12,Presentation19,2013-01-06
764,2468,Account43,Molecule5,0.041,Provice43,Region20,Tender Type1,36,Presentation19,2013-01-06
765,2477,Account49,Molecule5,0.044,Provice16,Region14,Tender Type1,24,Presentation19,2013-06-06
766,2480,Account27,Molecule5,0.033,Provice14,Region12,Tender Type3,48,Presentation19,2013-06-21
767,2486,Account100,Molecule5,0.0413,Provice29,Region1,Tender Type4,6,Presentation19,2013-01-07
768,2488,Account36,Molecule5,0.041996,Provice46,Region2,Tender Type1,12,Presentation19,2013-01-10
769,2490,Account112,Molecule5,0.05575,Provice2,Region2,Tender Type3,12,Presentation19,2014-01-01
770,2492,Account28,Molecule5,0.0312,Provice17,Region15,Tender Type3,48,Presentation19,2014-02-21
771,2499,Account84,Molecule5,0.037,Provice18,Region5,Tender Type3,36,Presentation19,2014-12-03
772,2501,Account31,Molecule5,0.0135,Provice20,Region17,Tender Type3,24,Presentation19,2014-05-30
773,2502,Account91,Molecule5,0.023,Provice10,Region9,Tender Type3,36,Presentation19,2014-07-08
774,2504,Account29,Molecule5,0.03798,Provice1,Region1,Tender Type1,12,Presentation19,2014-08-15
775,2505,Account90,Molecule5,0.07641,Provice50,Region6,Tender Type1,36,Presentation19,2014-01-09
776,2508,Account79,Molecule5,0.059,Provice12,Region11,Tender Type3,27,Presentation19,2014-01-10
777,2513,Account95,Molecule5,0.013,Provice21,Region6,Tender Type3,24,Presentation19,2014-01-11
778,2514,Account109,Molecule5,0.0135,Provice8,Region7,Tender Type1,24,Presentation19,2014-12-18
779,2515,Account112,Molecule5,0.01486,Provice2,Region2,Tender Type3,12,Presentation19,2015-01-01
780,2516,Account23,Molecule5,0.022,Provice22,Region5,Tender Type3,36,Presentation19,2015-12-01
781,2522,Account27,Molecule5,0.017,Provice14,Region12,Tender Type3,36,Presentation19,2015-12-02
782,2524,Account112,Molecule5,0.0355,Provice2,Region2,Tender Type1,8,Presentation19,2015-11-05
783,2527,Account19,Molecule5,0.0164,Provice5,Region1,Tender Type3,12,Presentation19,2015-05-31
784,2531,Account30,Molecule5,0.02175,Provice22,Region5,Tender Type1,24,Presentation19,2015-09-24
785,2534,Account20,Molecule5,0.0165,Provice25,Region1,Tender Type3,48,Presentation19,2016-01-01
